pH,Antibiotic,Concentration,Timepoint,OD,DateExptStarted,Strain,Measured pH
Basic,Gentamicin,800,0,0.144,Rep2,GC2011,
Acidic,Gentamicin,0,0,0.159,Rep1,GC2011,
Acidic,Gentamicin,0,0,0.157,Rep1,GC2011,
Acidic,Gentamicin,0,0,0.156,Rep1,GC2011,
Acidic,Gentamicin,200,0,0.156,Rep1,GC2011,
Acidic,Gentamicin,200,0,0.154,Rep1,GC2011,
Acidic,Gentamicin,200,0,0.154,Rep1,GC2011,
Acidic,Gentamicin,400,0,0.157,Rep1,GC2011,
Acidic,Gentamicin,400,0,0.155,Rep1,GC2011,
Acidic,Gentamicin,400,0,0.153,Rep1,GC2011,
Acidic,Gentamicin,800,0,0.154,Rep1,GC2011,
Acidic,Gentamicin,800,0,0.153,Rep1,GC2011,
Acidic,Gentamicin,800,0,0.157,Rep1,GC2011,
Neutral,Gentamicin,0,0,0.166,Rep1,GC2011,
Neutral,Gentamicin,0,0,0.166,Rep1,GC2011,
Neutral,Gentamicin,0,0,0.168,Rep1,GC2011,
Neutral,Gentamicin,200,0,0.164,Rep1,GC2011,
Neutral,Gentamicin,200,0,0.167,Rep1,GC2011,
Neutral,Gentamicin,200,0,0.167,Rep1,GC2011,
Neutral,Gentamicin,400,0,0.167,Rep1,GC2011,
Neutral,Gentamicin,400,0,0.169,Rep1,GC2011,
Neutral,Gentamicin,400,0,0.169,Rep1,GC2011,
Neutral,Gentamicin,800,0,0.166,Rep1,GC2011,
Neutral,Gentamicin,800,0,0.169,Rep1,GC2011,
Neutral,Gentamicin,800,0,0.165,Rep1,GC2011,
Basic,Gentamicin,0,0,0.165,Rep1,GC2011,
Basic,Gentamicin,0,0,0.164,Rep1,GC2011,
Basic,Gentamicin,0,0,0.164,Rep1,GC2011,
Basic,Gentamicin,200,0,0.164,Rep1,GC2011,
Basic,Gentamicin,200,0,0.166,Rep1,GC2011,
Basic,Gentamicin,200,0,0.164,Rep1,GC2011,
Basic,Gentamicin,400,0,0.159,Rep1,GC2011,
Basic,Gentamicin,400,0,0.166,Rep1,GC2011,
Basic,Gentamicin,400,0,0.164,Rep1,GC2011,
Basic,Gentamicin,800,0,0.165,Rep1,GC2011,
Basic,Gentamicin,800,0,0.165,Rep1,GC2011,
Basic,Gentamicin,800,0,0.165,Rep1,GC2011,
Acidic,Tobramycin,0,48,1.73,Rep2,FMA2012,
Acidic,Tobramycin,0,48,1.776,Rep2,FMA2012,
Acidic,Tobramycin,0,48,1.735,Rep2,FMA2012,
Acidic,Tobramycin,16,48,1.723,Rep2,FMA2012,
Acidic,Tobramycin,16,48,1.731,Rep2,FMA2012,
Acidic,Tobramycin,16,48,1.688,Rep2,FMA2012,
Acidic,Tobramycin,32,48,1.729,Rep2,FMA2012,
Acidic,Tobramycin,32,48,1.724,Rep2,FMA2012,
Acidic,Tobramycin,32,48,1.754,Rep2,FMA2012,
Acidic,Tobramycin,64,48,1.746,Rep2,FMA2012,
Acidic,Tobramycin,64,48,1.734,Rep2,FMA2012,
Acidic,Tobramycin,64,48,1.803,Rep2,FMA2012,
Neutral,Tobramycin,0,48,1.869,Rep2,FMA2012,
Neutral,Tobramycin,0,48,1.811,Rep2,FMA2012,
Neutral,Tobramycin,0,48,1.747,Rep2,FMA2012,
Neutral,Tobramycin,16,48,1.698,Rep2,FMA2012,
Neutral,Tobramycin,16,48,1.787,Rep2,FMA2012,
Neutral,Tobramycin,16,48,1.833,Rep2,FMA2012,
Neutral,Tobramycin,32,48,1.819,Rep2,FMA2012,
Neutral,Tobramycin,32,48,1.753,Rep2,FMA2012,
Neutral,Tobramycin,32,48,1.708,Rep2,FMA2012,
Neutral,Tobramycin,64,48,1.747,Rep2,FMA2012,
Neutral,Tobramycin,64,48,1.668,Rep2,FMA2012,
Neutral,Tobramycin,64,48,1.734,Rep2,FMA2012,
Basic,Tobramycin,0,48,1.74,Rep2,FMA2012,
Basic,Tobramycin,0,48,1.771,Rep2,FMA2012,
Basic,Tobramycin,0,48,1.805,Rep2,FMA2012,
Basic,Tobramycin,16,48,1.721,Rep2,FMA2012,
Basic,Tobramycin,16,48,1.759,Rep2,FMA2012,
Basic,Tobramycin,16,48,1.76,Rep2,FMA2012,
Basic,Tobramycin,32,48,1.706,Rep2,FMA2012,
Basic,Tobramycin,32,48,1.644,Rep2,FMA2012,
Basic,Tobramycin,32,48,1.712,Rep2,FMA2012,
Basic,Tobramycin,64,48,1.769,Rep2,FMA2012,
Basic,Tobramycin,64,48,1.738,Rep2,FMA2012,
Basic,Tobramycin,64,48,1.758,Rep2,FMA2012,
Acidic,Tobramycin,0,48,,Rep1,FMA2012,
Acidic,Tobramycin,0,48,,Rep1,FMA2012,
Acidic,Tobramycin,0,48,,Rep1,FMA2012,
Acidic,Tobramycin,0,24,1.236,Rep2,FMA2012,
Acidic,Tobramycin,0,24,1.251,Rep2,FMA2012,
Acidic,Tobramycin,0,24,1.239,Rep2,FMA2012,
Acidic,Tobramycin,16,24,1.232,Rep2,FMA2012,
Acidic,Tobramycin,16,24,1.25,Rep2,FMA2012,
Acidic,Tobramycin,16,24,1.177,Rep2,FMA2012,
Acidic,Tobramycin,32,24,1.248,Rep2,FMA2012,
Acidic,Tobramycin,32,24,1.235,Rep2,FMA2012,
Acidic,Tobramycin,32,24,1.161,Rep2,FMA2012,
Acidic,Tobramycin,64,24,1.229,Rep2,FMA2012,
Acidic,Tobramycin,64,24,1.236,Rep2,FMA2012,
Acidic,Tobramycin,64,24,1.196,Rep2,FMA2012,
Neutral,Tobramycin,0,24,1.357,Rep2,FMA2012,
Neutral,Tobramycin,0,24,1.345,Rep2,FMA2012,
Neutral,Tobramycin,0,24,1.317,Rep2,FMA2012,
Neutral,Tobramycin,16,24,1.352,Rep2,FMA2012,
Neutral,Tobramycin,16,24,1.365,Rep2,FMA2012,
Neutral,Tobramycin,16,24,1.355,Rep2,FMA2012,
Neutral,Tobramycin,32,24,1.301,Rep2,FMA2012,
Neutral,Tobramycin,32,24,1.322,Rep2,FMA2012,
Neutral,Tobramycin,32,24,1.299,Rep2,FMA2012,
Neutral,Tobramycin,64,24,1.288,Rep2,FMA2012,
Neutral,Tobramycin,64,24,1.311,Rep2,FMA2012,
Neutral,Tobramycin,64,24,1.292,Rep2,FMA2012,
Basic,Tobramycin,0,24,1.35,Rep2,FMA2012,
Basic,Tobramycin,0,24,1.338,Rep2,FMA2012,
Basic,Tobramycin,0,24,1.355,Rep2,FMA2012,
Basic,Tobramycin,16,24,1.345,Rep2,FMA2012,
Basic,Tobramycin,16,24,1.329,Rep2,FMA2012,
Basic,Tobramycin,16,24,1.324,Rep2,FMA2012,
Basic,Tobramycin,32,24,1.316,Rep2,FMA2012,
Basic,Tobramycin,32,24,1.319,Rep2,FMA2012,
Basic,Tobramycin,32,24,1.316,Rep2,FMA2012,
Basic,Tobramycin,64,24,1.383,Rep2,FMA2012,
Basic,Tobramycin,64,24,1.374,Rep2,FMA2012,
Basic,Tobramycin,64,24,1.378,Rep2,FMA2012,
Acidic,Tobramycin,0,24,1.725,Rep1,FMA2012,
Acidic,Tobramycin,0,24,1.703,Rep1,FMA2012,
Acidic,Tobramycin,0,24,1.694,Rep1,FMA2012,
Acidic,Tobramycin,16,24,1.77,Rep1,FMA2012,
Acidic,Tobramycin,16,24,1.75,Rep1,FMA2012,
Acidic,Tobramycin,16,24,1.787,Rep1,FMA2012,
Acidic,Tobramycin,32,24,1.736,Rep1,FMA2012,
Acidic,Tobramycin,32,24,1.724,Rep1,FMA2012,
Acidic,Tobramycin,32,24,1.728,Rep1,FMA2012,
Acidic,Tobramycin,64,24,1.743,Rep1,FMA2012,
Acidic,Tobramycin,64,24,1.726,Rep1,FMA2012,
Acidic,Tobramycin,64,24,1.742,Rep1,FMA2012,
Neutral,Tobramycin,0,24,1.822,Rep1,FMA2012,
Neutral,Tobramycin,0,24,1.816,Rep1,FMA2012,
Neutral,Tobramycin,0,24,1.727,Rep1,FMA2012,
Neutral,Tobramycin,16,24,1.82,Rep1,FMA2012,
Neutral,Tobramycin,16,24,1.789,Rep1,FMA2012,
Neutral,Tobramycin,16,24,1.782,Rep1,FMA2012,
Neutral,Tobramycin,32,24,1.81,Rep1,FMA2012,
Neutral,Tobramycin,32,24,1.785,Rep1,FMA2012,
Neutral,Tobramycin,32,24,1.725,Rep1,FMA2012,
Neutral,Tobramycin,64,24,1.675,Rep1,FMA2012,
Neutral,Tobramycin,64,24,1.623,Rep1,FMA2012,
Neutral,Tobramycin,64,24,1.605,Rep1,FMA2012,
Basic,Tobramycin,0,24,1.434,Rep1,FMA2012,
Basic,Tobramycin,0,24,1.451,Rep1,FMA2012,
Basic,Tobramycin,0,24,1.46,Rep1,FMA2012,
Basic,Tobramycin,16,24,1.454,Rep1,FMA2012,
Basic,Tobramycin,16,24,1.447,Rep1,FMA2012,
Basic,Tobramycin,16,24,1.459,Rep1,FMA2012,
Basic,Tobramycin,32,24,1.456,Rep1,FMA2012,
Basic,Tobramycin,32,24,1.453,Rep1,FMA2012,
Basic,Tobramycin,32,24,1.458,Rep1,FMA2012,
Basic,Tobramycin,64,24,1.446,Rep1,FMA2012,
Basic,Tobramycin,64,24,1.445,Rep1,FMA2012,
Basic,Tobramycin,64,24,1.432,Rep1,FMA2012,
Acidic,Tobramycin,0,0,0.147,Rep2,FMA2012,
Acidic,Tobramycin,0,0,0.148,Rep2,FMA2012,
Acidic,Tobramycin,0,0,0.149,Rep2,FMA2012,
Acidic,Tobramycin,16,0,0.144,Rep2,FMA2012,
Acidic,Tobramycin,16,0,0.15,Rep2,FMA2012,
Acidic,Tobramycin,16,0,0.149,Rep2,FMA2012,
Acidic,Tobramycin,32,0,0.146,Rep2,FMA2012,
Acidic,Tobramycin,32,0,0.148,Rep2,FMA2012,
Acidic,Tobramycin,32,0,0.149,Rep2,FMA2012,
Acidic,Tobramycin,64,0,0.147,Rep2,FMA2012,
Acidic,Tobramycin,64,0,0.15,Rep2,FMA2012,
Acidic,Tobramycin,64,0,0.148,Rep2,FMA2012,
Neutral,Tobramycin,0,0,0.15,Rep2,FMA2012,
Neutral,Tobramycin,0,0,0.152,Rep2,FMA2012,
Neutral,Tobramycin,0,0,0.151,Rep2,FMA2012,
Neutral,Tobramycin,16,0,0.15,Rep2,FMA2012,
Neutral,Tobramycin,16,0,0.154,Rep2,FMA2012,
Neutral,Tobramycin,16,0,0.154,Rep2,FMA2012,
Neutral,Tobramycin,32,0,0.15,Rep2,FMA2012,
Neutral,Tobramycin,32,0,0.152,Rep2,FMA2012,
Neutral,Tobramycin,32,0,0.154,Rep2,FMA2012,
Neutral,Tobramycin,64,0,0.148,Rep2,FMA2012,
Neutral,Tobramycin,64,0,0.152,Rep2,FMA2012,
Neutral,Tobramycin,64,0,0.151,Rep2,FMA2012,
Basic,Tobramycin,0,0,0.155,Rep2,FMA2012,
Basic,Tobramycin,0,0,0.153,Rep2,FMA2012,
Basic,Tobramycin,0,0,0.153,Rep2,FMA2012,
Basic,Tobramycin,16,0,0.15,Rep2,FMA2012,
Basic,Tobramycin,16,0,0.162,Rep2,FMA2012,
Basic,Tobramycin,16,0,0.151,Rep2,FMA2012,
Basic,Tobramycin,32,0,0.149,Rep2,FMA2012,
Basic,Tobramycin,32,0,0.151,Rep2,FMA2012,
Basic,Tobramycin,32,0,0.151,Rep2,FMA2012,
Basic,Tobramycin,64,0,0.149,Rep2,FMA2012,
Basic,Tobramycin,64,0,0.152,Rep2,FMA2012,
Basic,Tobramycin,64,0,0.152,Rep2,FMA2012,
Acidic,Tobramycin,0,0,0.161,Rep1,FMA2012,
Acidic,Tobramycin,0,0,0.158,Rep1,FMA2012,
Acidic,Tobramycin,0,0,0.16,Rep1,FMA2012,
Acidic,Tobramycin,16,0,0.16,Rep1,FMA2012,
Acidic,Tobramycin,16,0,0.16,Rep1,FMA2012,
Acidic,Tobramycin,16,0,0.158,Rep1,FMA2012,
Acidic,Tobramycin,32,0,0.159,Rep1,FMA2012,
Acidic,Tobramycin,32,0,0.159,Rep1,FMA2012,
Acidic,Tobramycin,32,0,0.159,Rep1,FMA2012,
Acidic,Tobramycin,64,0,0.159,Rep1,FMA2012,
Acidic,Tobramycin,64,0,0.162,Rep1,FMA2012,
Acidic,Tobramycin,64,0,0.159,Rep1,FMA2012,
Neutral,Tobramycin,0,0,0.159,Rep1,FMA2012,
Neutral,Tobramycin,0,0,0.159,Rep1,FMA2012,
Neutral,Tobramycin,0,0,0.159,Rep1,FMA2012,
Neutral,Tobramycin,16,0,0.159,Rep1,FMA2012,
Neutral,Tobramycin,16,0,0.16,Rep1,FMA2012,
Neutral,Tobramycin,16,0,0.161,Rep1,FMA2012,
Neutral,Tobramycin,32,0,0.16,Rep1,FMA2012,
Neutral,Tobramycin,32,0,0.16,Rep1,FMA2012,
Neutral,Tobramycin,32,0,0.16,Rep1,FMA2012,
Neutral,Tobramycin,64,0,0.162,Rep1,FMA2012,
Neutral,Tobramycin,64,0,0.159,Rep1,FMA2012,
Neutral,Tobramycin,64,0,0.16,Rep1,FMA2012,
Basic,Tobramycin,0,0,0.168,Rep1,FMA2012,
Basic,Tobramycin,0,0,0.166,Rep1,FMA2012,
Basic,Tobramycin,0,0,0.163,Rep1,FMA2012,
Basic,Tobramycin,16,0,0.163,Rep1,FMA2012,
Basic,Tobramycin,16,0,0.164,Rep1,FMA2012,
Basic,Tobramycin,16,0,0.164,Rep1,FMA2012,
Basic,Tobramycin,32,0,0.178,Rep1,FMA2012,
Basic,Tobramycin,32,0,0.173,Rep1,FMA2012,
Basic,Tobramycin,32,0,0.191,Rep1,FMA2012,
Basic,Tobramycin,64,0,0.172,Rep1,FMA2012,
Basic,Tobramycin,64,0,0.18,Rep1,FMA2012,
Basic,Tobramycin,64,0,0.172,Rep1,FMA2012,
Acidic,Meropenem,0,48,1.877,Rep2,FMA2012,
Acidic,Meropenem,0,48,1.859,Rep2,FMA2012,
Acidic,Meropenem,0,48,1.871,Rep2,FMA2012,
Acidic,Meropenem,64,48,1.897,Rep2,FMA2012,
Acidic,Meropenem,64,48,1.882,Rep2,FMA2012,
Acidic,Meropenem,64,48,1.881,Rep2,FMA2012,
Acidic,Meropenem,128,48,1.621,Rep2,FMA2012,
Acidic,Meropenem,128,48,1.642,Rep2,FMA2012,
Acidic,Meropenem,128,48,1.61,Rep2,FMA2012,
Acidic,Meropenem,256,48,1.582,Rep2,FMA2012,
Acidic,Meropenem,256,48,1.551,Rep2,FMA2012,
Acidic,Meropenem,256,48,1.545,Rep2,FMA2012,
Neutral,Meropenem,0,48,1.721,Rep2,FMA2012,
Neutral,Meropenem,0,48,1.756,Rep2,FMA2012,
Neutral,Meropenem,0,48,1.75,Rep2,FMA2012,
Neutral,Meropenem,64,48,1.746,Rep2,FMA2012,
Neutral,Meropenem,64,48,1.77,Rep2,FMA2012,
Neutral,Meropenem,64,48,1.797,Rep2,FMA2012,
Neutral,Meropenem,128,48,1.744,Rep2,FMA2012,
Neutral,Meropenem,128,48,1.801,Rep2,FMA2012,
Neutral,Meropenem,128,48,1.747,Rep2,FMA2012,
Neutral,Meropenem,256,48,1.797,Rep2,FMA2012,
Neutral,Meropenem,256,48,1.803,Rep2,FMA2012,
Neutral,Meropenem,256,48,1.841,Rep2,FMA2012,
Basic,Meropenem,0,48,1.694,Rep2,FMA2012,
Basic,Meropenem,0,48,1.717,Rep2,FMA2012,
Basic,Meropenem,0,48,1.722,Rep2,FMA2012,
Basic,Meropenem,64,48,1.723,Rep2,FMA2012,
Basic,Meropenem,64,48,1.737,Rep2,FMA2012,
Basic,Meropenem,64,48,1.72,Rep2,FMA2012,
Basic,Meropenem,128,48,1.715,Rep2,FMA2012,
Basic,Meropenem,128,48,1.718,Rep2,FMA2012,
Basic,Meropenem,128,48,1.742,Rep2,FMA2012,
Basic,Meropenem,256,48,1.769,Rep2,FMA2012,
Basic,Meropenem,256,48,1.746,Rep2,FMA2012,
Basic,Meropenem,256,48,1.751,Rep2,FMA2012,
Acidic,Meropenem,0,48,1.918,Rep1,FMA2012,
Acidic,Meropenem,0,48,1.897,Rep1,FMA2012,
Acidic,Meropenem,0,48,1.881,Rep1,FMA2012,
Acidic,Meropenem,64,48,1.827,Rep1,FMA2012,
Acidic,Meropenem,64,48,1.832,Rep1,FMA2012,
Acidic,Meropenem,64,48,1.824,Rep1,FMA2012,
Acidic,Meropenem,128,48,1.77,Rep1,FMA2012,
Acidic,Meropenem,128,48,1.749,Rep1,FMA2012,
Acidic,Meropenem,128,48,1.767,Rep1,FMA2012,
Acidic,Meropenem,256,48,1.637,Rep1,FMA2012,
Acidic,Meropenem,256,48,1.606,Rep1,FMA2012,
Acidic,Meropenem,256,48,1.618,Rep1,FMA2012,
Neutral,Meropenem,0,48,1.843,Rep1,FMA2012,
Neutral,Meropenem,0,48,1.851,Rep1,FMA2012,
Neutral,Meropenem,0,48,1.876,Rep1,FMA2012,
Neutral,Meropenem,64,48,1.748,Rep1,FMA2012,
Neutral,Meropenem,64,48,1.454,Rep1,FMA2012,
Neutral,Meropenem,64,48,1.724,Rep1,FMA2012,
Neutral,Meropenem,128,48,1.773,Rep1,FMA2012,
Neutral,Meropenem,128,48,1.792,Rep1,FMA2012,
Neutral,Meropenem,128,48,1.806,Rep1,FMA2012,
Neutral,Meropenem,256,48,1.871,Rep1,FMA2012,
Neutral,Meropenem,256,48,1.846,Rep1,FMA2012,
Neutral,Meropenem,256,48,1.873,Rep1,FMA2012,
Basic,Meropenem,0,48,1.762,Rep1,FMA2012,
Basic,Meropenem,0,48,1.631,Rep1,FMA2012,
Basic,Meropenem,0,48,1.686,Rep1,FMA2012,
Basic,Meropenem,64,48,1.725,Rep1,FMA2012,
Basic,Meropenem,64,48,1.692,Rep1,FMA2012,
Basic,Meropenem,64,48,1.688,Rep1,FMA2012,
Basic,Meropenem,128,48,1.696,Rep1,FMA2012,
Basic,Meropenem,128,48,1.685,Rep1,FMA2012,
Basic,Meropenem,128,48,1.694,Rep1,FMA2012,
Basic,Meropenem,256,48,1.725,Rep1,FMA2012,
Basic,Meropenem,256,48,1.727,Rep1,FMA2012,
Basic,Meropenem,256,48,1.706,Rep1,FMA2012,
Acidic,Meropenem,0,24,1.348,Rep2,FMA2012,
Acidic,Meropenem,0,24,1.355,Rep2,FMA2012,
Acidic,Meropenem,0,24,1.364,Rep2,FMA2012,
Acidic,Meropenem,64,24,1.102,Rep2,FMA2012,
Acidic,Meropenem,64,24,1.108,Rep2,FMA2012,
Acidic,Meropenem,64,24,1.151,Rep2,FMA2012,
Acidic,Meropenem,128,24,0.39,Rep2,FMA2012,
Acidic,Meropenem,128,24,0.399,Rep2,FMA2012,
Acidic,Meropenem,128,24,0.397,Rep2,FMA2012,
Acidic,Meropenem,256,24,0.212,Rep2,FMA2012,
Acidic,Meropenem,256,24,0.205,Rep2,FMA2012,
Acidic,Meropenem,256,24,0.191,Rep2,FMA2012,
Neutral,Meropenem,0,24,1.548,Rep2,FMA2012,
Neutral,Meropenem,0,24,1.545,Rep2,FMA2012,
Neutral,Meropenem,0,24,1.544,Rep2,FMA2012,
Neutral,Meropenem,64,24,1.759,Rep2,FMA2012,
Neutral,Meropenem,64,24,1.657,Rep2,FMA2012,
Neutral,Meropenem,64,24,1.655,Rep2,FMA2012,
Neutral,Meropenem,128,24,1.647,Rep2,FMA2012,
Neutral,Meropenem,128,24,1.62,Rep2,FMA2012,
Neutral,Meropenem,128,24,1.659,Rep2,FMA2012,
Neutral,Meropenem,256,24,1.558,Rep2,FMA2012,
Neutral,Meropenem,256,24,1.532,Rep2,FMA2012,
Neutral,Meropenem,256,24,1.556,Rep2,FMA2012,
Basic,Meropenem,0,24,1.555,Rep2,FMA2012,
Basic,Meropenem,0,24,1.556,Rep2,FMA2012,
Basic,Meropenem,0,24,1.576,Rep2,FMA2012,
Basic,Meropenem,64,24,1.713,Rep2,FMA2012,
Basic,Meropenem,64,24,1.725,Rep2,FMA2012,
Basic,Meropenem,64,24,1.702,Rep2,FMA2012,
Basic,Meropenem,128,24,1.706,Rep2,FMA2012,
Basic,Meropenem,128,24,1.705,Rep2,FMA2012,
Basic,Meropenem,128,24,1.703,Rep2,FMA2012,
Basic,Meropenem,256,24,1.671,Rep2,FMA2012,
Basic,Meropenem,256,24,1.65,Rep2,FMA2012,
Basic,Meropenem,256,24,1.658,Rep2,FMA2012,
Acidic,Meropenem,0,24,1.328,Rep1,FMA2012,
Acidic,Meropenem,0,24,1.324,Rep1,FMA2012,
Acidic,Meropenem,0,24,1.356,Rep1,FMA2012,
Acidic,Meropenem,64,24,1.318,Rep1,FMA2012,
Acidic,Meropenem,64,24,1.367,Rep1,FMA2012,
Acidic,Meropenem,64,24,1.363,Rep1,FMA2012,
Acidic,Meropenem,128,24,0.538,Rep1,FMA2012,
Acidic,Meropenem,128,24,0.548,Rep1,FMA2012,
Acidic,Meropenem,128,24,0.532,Rep1,FMA2012,
Acidic,Meropenem,256,24,0.225,Rep1,FMA2012,
Acidic,Meropenem,256,24,0.237,Rep1,FMA2012,
Acidic,Meropenem,256,24,0.23,Rep1,FMA2012,
Neutral,Meropenem,0,24,1.391,Rep1,FMA2012,
Neutral,Meropenem,0,24,1.422,Rep1,FMA2012,
Neutral,Meropenem,0,24,1.466,Rep1,FMA2012,
Neutral,Meropenem,64,24,1.771,Rep1,FMA2012,
Neutral,Meropenem,64,24,1.652,Rep1,FMA2012,
Neutral,Meropenem,64,24,1.724,Rep1,FMA2012,
Neutral,Meropenem,128,24,1.663,Rep1,FMA2012,
Neutral,Meropenem,128,24,1.679,Rep1,FMA2012,
Neutral,Meropenem,128,24,1.631,Rep1,FMA2012,
Neutral,Meropenem,256,24,1.525,Rep1,FMA2012,
Neutral,Meropenem,256,24,1.528,Rep1,FMA2012,
Neutral,Meropenem,256,24,1.506,Rep1,FMA2012,
Basic,Meropenem,0,24,1.378,Rep1,FMA2012,
Basic,Meropenem,0,24,1.367,Rep1,FMA2012,
Basic,Meropenem,0,24,1.36,Rep1,FMA2012,
Basic,Meropenem,64,24,1.721,Rep1,FMA2012,
Basic,Meropenem,64,24,1.706,Rep1,FMA2012,
Basic,Meropenem,64,24,1.714,Rep1,FMA2012,
Basic,Meropenem,128,24,1.691,Rep1,FMA2012,
Basic,Meropenem,128,24,1.682,Rep1,FMA2012,
Basic,Meropenem,128,24,1.688,Rep1,FMA2012,
Basic,Meropenem,256,24,1.686,Rep1,FMA2012,
Basic,Meropenem,256,24,1.683,Rep1,FMA2012,
Basic,Meropenem,256,24,1.682,Rep1,FMA2012,
Acidic,Meropenem,0,0,0.17,Rep2,FMA2012,
Acidic,Meropenem,0,0,0.167,Rep2,FMA2012,
Acidic,Meropenem,0,0,0.168,Rep2,FMA2012,
Acidic,Meropenem,64,0,0.174,Rep2,FMA2012,
Acidic,Meropenem,64,0,0.173,Rep2,FMA2012,
Acidic,Meropenem,64,0,0.169,Rep2,FMA2012,
Acidic,Meropenem,128,0,0.173,Rep2,FMA2012,
Acidic,Meropenem,128,0,0.172,Rep2,FMA2012,
Acidic,Meropenem,128,0,0.169,Rep2,FMA2012,
Acidic,Meropenem,256,0,0.17,Rep2,FMA2012,
Acidic,Meropenem,256,0,0.171,Rep2,FMA2012,
Acidic,Meropenem,256,0,0.17,Rep2,FMA2012,
Neutral,Meropenem,0,0,0.172,Rep2,FMA2012,
Neutral,Meropenem,0,0,0.171,Rep2,FMA2012,
Neutral,Meropenem,0,0,0.17,Rep2,FMA2012,
Neutral,Meropenem,64,0,0.172,Rep2,FMA2012,
Neutral,Meropenem,64,0,0.174,Rep2,FMA2012,
Neutral,Meropenem,64,0,0.173,Rep2,FMA2012,
Neutral,Meropenem,128,0,0.175,Rep2,FMA2012,
Neutral,Meropenem,128,0,0.173,Rep2,FMA2012,
Neutral,Meropenem,128,0,0.176,Rep2,FMA2012,
Neutral,Meropenem,256,0,0.175,Rep2,FMA2012,
Neutral,Meropenem,256,0,0.174,Rep2,FMA2012,
Neutral,Meropenem,256,0,0.176,Rep2,FMA2012,
Basic,Meropenem,0,0,0.175,Rep2,FMA2012,
Basic,Meropenem,0,0,0.174,Rep2,FMA2012,
Basic,Meropenem,0,0,0.172,Rep2,FMA2012,
Basic,Meropenem,64,0,0.175,Rep2,FMA2012,
Basic,Meropenem,64,0,0.181,Rep2,FMA2012,
Basic,Meropenem,64,0,0.176,Rep2,FMA2012,
Basic,Meropenem,128,0,0.176,Rep2,FMA2012,
Basic,Meropenem,128,0,0.179,Rep2,FMA2012,
Basic,Meropenem,128,0,0.176,Rep2,FMA2012,
Basic,Meropenem,256,0,0.176,Rep2,FMA2012,
Basic,Meropenem,256,0,0.177,Rep2,FMA2012,
Basic,Meropenem,256,0,0.177,Rep2,FMA2012,
Acidic,Meropenem,0,0,0.153,Rep1,FMA2012,
Acidic,Meropenem,0,0,0.151,Rep1,FMA2012,
Acidic,Meropenem,0,0,0.151,Rep1,FMA2012,
Acidic,Meropenem,64,0,0.155,Rep1,FMA2012,
Acidic,Meropenem,64,0,0.152,Rep1,FMA2012,
Acidic,Meropenem,64,0,0.152,Rep1,FMA2012,
Acidic,Meropenem,128,0,0.153,Rep1,FMA2012,
Acidic,Meropenem,128,0,0.152,Rep1,FMA2012,
Acidic,Meropenem,128,0,0.151,Rep1,FMA2012,
Acidic,Meropenem,256,0,0.153,Rep1,FMA2012,
Acidic,Meropenem,256,0,0.154,Rep1,FMA2012,
Acidic,Meropenem,256,0,0.152,Rep1,FMA2012,
Neutral,Meropenem,0,0,0.154,Rep1,FMA2012,
Neutral,Meropenem,0,0,0.155,Rep1,FMA2012,
Neutral,Meropenem,0,0,0.154,Rep1,FMA2012,
Neutral,Meropenem,64,0,0.153,Rep1,FMA2012,
Neutral,Meropenem,64,0,0.153,Rep1,FMA2012,
Neutral,Meropenem,64,0,0.155,Rep1,FMA2012,
Neutral,Meropenem,128,0,0.151,Rep1,FMA2012,
Neutral,Meropenem,128,0,0.153,Rep1,FMA2012,
Neutral,Meropenem,128,0,0.152,Rep1,FMA2012,
Neutral,Meropenem,256,0,0.152,Rep1,FMA2012,
Neutral,Meropenem,256,0,0.152,Rep1,FMA2012,
Neutral,Meropenem,256,0,0.152,Rep1,FMA2012,
Basic,Meropenem,0,0,0.157,Rep1,FMA2012,
Basic,Meropenem,0,0,0.157,Rep1,FMA2012,
Basic,Meropenem,0,0,0.155,Rep1,FMA2012,
Basic,Meropenem,64,0,0.156,Rep1,FMA2012,
Basic,Meropenem,64,0,0.156,Rep1,FMA2012,
Basic,Meropenem,64,0,0.156,Rep1,FMA2012,
Basic,Meropenem,128,0,0.154,Rep1,FMA2012,
Basic,Meropenem,128,0,0.154,Rep1,FMA2012,
Basic,Meropenem,128,0,0.153,Rep1,FMA2012,
Basic,Meropenem,256,0,0.156,Rep1,FMA2012,
Basic,Meropenem,256,0,0.154,Rep1,FMA2012,
Basic,Meropenem,256,0,0.156,Rep1,FMA2012,
Acidic,Gentamicin,0,48,1.812,Rep1,FMA2012,
Acidic,Gentamicin,0,48,1.788,Rep1,FMA2012,
Acidic,Gentamicin,0,48,1.767,Rep1,FMA2012,
Acidic,Gentamicin,200,48,1.821,Rep1,FMA2012,
Acidic,Gentamicin,200,48,1.776,Rep1,FMA2012,
Acidic,Gentamicin,200,48,1.7,Rep1,FMA2012,
Acidic,Gentamicin,400,48,1.787,Rep1,FMA2012,
Acidic,Gentamicin,400,48,1.803,Rep1,FMA2012,
Acidic,Gentamicin,400,48,1.785,Rep1,FMA2012,
Acidic,Gentamicin,800,48,1.694,Rep1,FMA2012,
Acidic,Gentamicin,800,48,1.78,Rep1,FMA2012,
Acidic,Gentamicin,800,48,1.793,Rep1,FMA2012,
